O0	100	ptr w/o alloc	0
O0	100	vec w/o alloc	1
O0	100	ptr with alloc	1
O0	100	vec with alloc	1
O0	100	ptr w/o alloc	0
O0	100	vec w/o alloc	1
O0	100	ptr with alloc	1
O0	100	vec with alloc	1
O0	100	ptr w/o alloc	1
O0	100	vec w/o alloc	1
O0	100	ptr with alloc	0
O0	100	vec with alloc	1
O0	100	ptr w/o alloc	1
O0	100	vec w/o alloc	0
O0	100	ptr with alloc	0
O0	100	vec with alloc	1
O0	100	ptr w/o alloc	0
O0	100	vec w/o alloc	0
O0	100	ptr with alloc	1
O0	100	vec with alloc	1
O0	100	ptr w/o alloc	0
O0	100	vec w/o alloc	1
O0	100	ptr with alloc	1
O0	100	vec with alloc	1
O0	100	ptr w/o alloc	0
O0	100	vec w/o alloc	0
O0	100	ptr with alloc	1
O0	100	vec with alloc	1
O0	100	ptr w/o alloc	0
O0	100	vec w/o alloc	1
O0	100	ptr with alloc	0
O0	100	vec with alloc	1
O0	100	ptr w/o alloc	0
O0	100	vec w/o alloc	0
O0	100	ptr with alloc	0
O0	100	vec with alloc	1
O0	100	ptr w/o alloc	1
O0	100	vec w/o alloc	1
O0	100	ptr with alloc	1
O0	100	vec with alloc	1
O0	1000	ptr w/o alloc	5
O0	1000	vec w/o alloc	5
O0	1000	ptr with alloc	2
O0	1000	vec with alloc	7
O0	1000	ptr w/o alloc	3
O0	1000	vec w/o alloc	5
O0	1000	ptr with alloc	2
O0	1000	vec with alloc	8
O0	1000	ptr w/o alloc	2
O0	1000	vec w/o alloc	5
O0	1000	ptr with alloc	3
O0	1000	vec with alloc	8
O0	1000	ptr w/o alloc	3
O0	1000	vec w/o alloc	5
O0	1000	ptr with alloc	2
O0	1000	vec with alloc	8
O0	1000	ptr w/o alloc	2
O0	1000	vec w/o alloc	5
O0	1000	ptr with alloc	2
O0	1000	vec with alloc	8
O0	1000	ptr w/o alloc	2
O0	1000	vec w/o alloc	5
O0	1000	ptr with alloc	2
O0	1000	vec with alloc	8
O0	1000	ptr w/o alloc	2
O0	1000	vec w/o alloc	5
O0	1000	ptr with alloc	2
O0	1000	vec with alloc	7
O0	1000	ptr w/o alloc	2
O0	1000	vec w/o alloc	5
O0	1000	ptr with alloc	2
O0	1000	vec with alloc	7
O0	1000	ptr w/o alloc	3
O0	1000	vec w/o alloc	4
O0	1000	ptr with alloc	2
O0	1000	vec with alloc	7
O0	1000	ptr w/o alloc	2
O0	1000	vec w/o alloc	5
O0	1000	ptr with alloc	2
O0	1000	vec with alloc	8
O0	10000	ptr w/o alloc	42
O0	10000	vec w/o alloc	49
O0	10000	ptr with alloc	22
O0	10000	vec with alloc	72
O0	10000	ptr w/o alloc	23
O0	10000	vec w/o alloc	49
O0	10000	ptr with alloc	23
O0	10000	vec with alloc	72
O0	10000	ptr w/o alloc	22
O0	10000	vec w/o alloc	48
O0	10000	ptr with alloc	22
O0	10000	vec with alloc	73
O0	10000	ptr w/o alloc	22
O0	10000	vec w/o alloc	50
O0	10000	ptr with alloc	22
O0	10000	vec with alloc	74
O0	10000	ptr w/o alloc	22
O0	10000	vec w/o alloc	47
O0	10000	ptr with alloc	23
O0	10000	vec with alloc	72
O0	10000	ptr w/o alloc	21
O0	10000	vec w/o alloc	47
O0	10000	ptr with alloc	22
O0	10000	vec with alloc	80
O0	10000	ptr w/o alloc	22
O0	10000	vec w/o alloc	49
O0	10000	ptr with alloc	23
O0	10000	vec with alloc	73
O0	10000	ptr w/o alloc	22
O0	10000	vec w/o alloc	50
O0	10000	ptr with alloc	22
O0	10000	vec with alloc	71
O0	10000	ptr w/o alloc	23
O0	10000	vec w/o alloc	49
O0	10000	ptr with alloc	22
O0	10000	vec with alloc	71
O0	10000	ptr w/o alloc	22
O0	10000	vec w/o alloc	48
O0	10000	ptr with alloc	22
O0	10000	vec with alloc	72
O0	100000	ptr w/o alloc	449
O0	100000	vec w/o alloc	823
O0	100000	ptr with alloc	453
O0	100000	vec with alloc	1199
O0	100000	ptr w/o alloc	229
O0	100000	vec w/o alloc	448
O0	100000	ptr with alloc	228
O0	100000	vec with alloc	755
O0	100000	ptr w/o alloc	239
O0	100000	vec w/o alloc	297
O0	100000	ptr with alloc	192
O0	100000	vec with alloc	744
O0	100000	ptr w/o alloc	222
O0	100000	vec w/o alloc	495
O0	100000	ptr with alloc	231
O0	100000	vec with alloc	766
O0	100000	ptr w/o alloc	234
O0	100000	vec w/o alloc	1073
O0	100000	ptr with alloc	247
O0	100000	vec with alloc	731
O0	100000	ptr w/o alloc	228
O0	100000	vec w/o alloc	478
O0	100000	ptr with alloc	227
O0	100000	vec with alloc	742
O0	100000	ptr w/o alloc	228
O0	100000	vec w/o alloc	468
O0	100000	ptr with alloc	228
O0	100000	vec with alloc	752
O0	100000	ptr w/o alloc	262
O0	100000	vec w/o alloc	486
O0	100000	ptr with alloc	1075
O0	100000	vec with alloc	1195
O0	100000	ptr w/o alloc	234
O0	100000	vec w/o alloc	490
O0	100000	ptr with alloc	248
O0	100000	vec with alloc	729
O0	100000	ptr w/o alloc	230
O0	100000	vec w/o alloc	482
O0	100000	ptr with alloc	233
O0	100000	vec with alloc	718
O1	100	ptr w/o alloc	0
O1	100	vec w/o alloc	0
O1	100	ptr with alloc	89
O1	100	vec with alloc	1
O1	100	ptr w/o alloc	0
O1	100	vec w/o alloc	0
O1	100	ptr with alloc	0
O1	100	vec with alloc	0
O1	100	ptr w/o alloc	0
O1	100	vec w/o alloc	0
O1	100	ptr with alloc	0
O1	100	vec with alloc	1
O1	100	ptr w/o alloc	0
O1	100	vec w/o alloc	0
O1	100	ptr with alloc	0
O1	100	vec with alloc	1
O1	100	ptr w/o alloc	0
O1	100	vec w/o alloc	1
O1	100	ptr with alloc	0
O1	100	vec with alloc	0
O1	100	ptr w/o alloc	0
O1	100	vec w/o alloc	0
O1	100	ptr with alloc	1
O1	100	vec with alloc	0
O1	100	ptr w/o alloc	0
O1	100	vec w/o alloc	1
O1	100	ptr with alloc	9
O1	100	vec with alloc	0
O1	100	ptr w/o alloc	0
O1	100	vec w/o alloc	0
O1	100	ptr with alloc	0
O1	100	vec with alloc	0
O1	100	ptr w/o alloc	0
O1	100	vec w/o alloc	1
O1	100	ptr with alloc	0
O1	100	vec with alloc	0
O1	100	ptr w/o alloc	1
O1	100	vec w/o alloc	0
O1	100	ptr with alloc	1
O1	100	vec with alloc	0
O1	1000	ptr w/o alloc	3
O1	1000	vec w/o alloc	1
O1	1000	ptr with alloc	1
O1	1000	vec with alloc	2
O1	1000	ptr w/o alloc	1
O1	1000	vec w/o alloc	1
O1	1000	ptr with alloc	0
O1	1000	vec with alloc	1
O1	1000	ptr w/o alloc	0
O1	1000	vec w/o alloc	1
O1	1000	ptr with alloc	1
O1	1000	vec with alloc	1
O1	1000	ptr w/o alloc	1
O1	1000	vec w/o alloc	1
O1	1000	ptr with alloc	1
O1	1000	vec with alloc	2
O1	1000	ptr w/o alloc	0
O1	1000	vec w/o alloc	0
O1	1000	ptr with alloc	0
O1	1000	vec with alloc	1
O1	1000	ptr w/o alloc	1
O1	1000	vec w/o alloc	1
O1	1000	ptr with alloc	1
O1	1000	vec with alloc	1
O1	1000	ptr w/o alloc	2
O1	1000	vec w/o alloc	1
O1	1000	ptr with alloc	1
O1	1000	vec with alloc	2
O1	1000	ptr w/o alloc	0
O1	1000	vec w/o alloc	0
O1	1000	ptr with alloc	0
O1	1000	vec with alloc	1
O1	1000	ptr w/o alloc	1
O1	1000	vec w/o alloc	1
O1	1000	ptr with alloc	1
O1	1000	vec with alloc	1
O1	1000	ptr w/o alloc	1
O1	1000	vec w/o alloc	0
O1	1000	ptr with alloc	0
O1	1000	vec with alloc	1
O1	10000	ptr w/o alloc	45
O1	10000	vec w/o alloc	9
O1	10000	ptr with alloc	6
O1	10000	vec with alloc	11
O1	10000	ptr w/o alloc	9
O1	10000	vec w/o alloc	7
O1	10000	ptr with alloc	5
O1	10000	vec with alloc	12
O1	10000	ptr w/o alloc	6
O1	10000	vec w/o alloc	7
O1	10000	ptr with alloc	7
O1	10000	vec with alloc	12
O1	10000	ptr w/o alloc	6
O1	10000	vec w/o alloc	10
O1	10000	ptr with alloc	6
O1	10000	vec with alloc	11
O1	10000	ptr w/o alloc	5
O1	10000	vec w/o alloc	10
O1	10000	ptr with alloc	8
O1	10000	vec with alloc	12
O1	10000	ptr w/o alloc	7
O1	10000	vec w/o alloc	6
O1	10000	ptr with alloc	7
O1	10000	vec with alloc	11
O1	10000	ptr w/o alloc	9
O1	10000	vec w/o alloc	6
O1	10000	ptr with alloc	5
O1	10000	vec with alloc	11
O1	10000	ptr w/o alloc	7
O1	10000	vec w/o alloc	5
O1	10000	ptr with alloc	5
O1	10000	vec with alloc	11
O1	10000	ptr w/o alloc	8
O1	10000	vec w/o alloc	13
O1	10000	ptr with alloc	8
O1	10000	vec with alloc	15
O1	10000	ptr w/o alloc	5
O1	10000	vec w/o alloc	8
O1	10000	ptr with alloc	5
O1	10000	vec with alloc	14
O1	100000	ptr w/o alloc	509
O1	100000	vec w/o alloc	78
O1	100000	ptr with alloc	127
O1	100000	vec with alloc	170
O1	100000	ptr w/o alloc	142
O1	100000	vec w/o alloc	110
O1	100000	ptr with alloc	110
O1	100000	vec with alloc	116
O1	100000	ptr w/o alloc	114
O1	100000	vec w/o alloc	66
O1	100000	ptr with alloc	63
O1	100000	vec with alloc	121
O1	100000	ptr w/o alloc	75
O1	100000	vec w/o alloc	68
O1	100000	ptr with alloc	60
O1	100000	vec with alloc	106
O1	100000	ptr w/o alloc	68
O1	100000	vec w/o alloc	65
O1	100000	ptr with alloc	55
O1	100000	vec with alloc	100
O1	100000	ptr w/o alloc	64
O1	100000	vec w/o alloc	63
O1	100000	ptr with alloc	78
O1	100000	vec with alloc	150
O1	100000	ptr w/o alloc	56
O1	100000	vec w/o alloc	70
O1	100000	ptr with alloc	58
O1	100000	vec with alloc	148
O1	100000	ptr w/o alloc	56
O1	100000	vec w/o alloc	64
O1	100000	ptr with alloc	57
O1	100000	vec with alloc	110
O1	100000	ptr w/o alloc	52
O1	100000	vec w/o alloc	60
O1	100000	ptr with alloc	54
O1	100000	vec with alloc	140
O1	100000	ptr w/o alloc	81
O1	100000	vec w/o alloc	66
O1	100000	ptr with alloc	55
O1	100000	vec with alloc	109
O2	100	ptr w/o alloc	1
O2	100	vec w/o alloc	0
O2	100	ptr with alloc	0
O2	100	vec with alloc	0
O2	100	ptr w/o alloc	0
O2	100	vec w/o alloc	0
O2	100	ptr with alloc	0
O2	100	vec with alloc	1
O2	100	ptr w/o alloc	0
O2	100	vec w/o alloc	0
O2	100	ptr with alloc	1
O2	100	vec with alloc	0
O2	100	ptr w/o alloc	0
O2	100	vec w/o alloc	0
O2	100	ptr with alloc	0
O2	100	vec with alloc	0
O2	100	ptr w/o alloc	0
O2	100	vec w/o alloc	0
O2	100	ptr with alloc	0
O2	100	vec with alloc	1
O2	100	ptr w/o alloc	0
O2	100	vec w/o alloc	0
O2	100	ptr with alloc	0
O2	100	vec with alloc	0
O2	100	ptr w/o alloc	0
O2	100	vec w/o alloc	0
O2	100	ptr with alloc	0
O2	100	vec with alloc	1
O2	100	ptr w/o alloc	0
O2	100	vec w/o alloc	0
O2	100	ptr with alloc	0
O2	100	vec with alloc	1
O2	100	ptr w/o alloc	0
O2	100	vec w/o alloc	0
O2	100	ptr with alloc	0
O2	100	vec with alloc	0
O2	100	ptr w/o alloc	0
O2	100	vec w/o alloc	0
O2	100	ptr with alloc	0
O2	100	vec with alloc	1
O2	1000	ptr w/o alloc	2
O2	1000	vec w/o alloc	0
O2	1000	ptr with alloc	1
O2	1000	vec with alloc	1
O2	1000	ptr w/o alloc	1
O2	1000	vec w/o alloc	0
O2	1000	ptr with alloc	0
O2	1000	vec with alloc	1
O2	1000	ptr w/o alloc	1
O2	1000	vec w/o alloc	1
O2	1000	ptr with alloc	0
O2	1000	vec with alloc	1
O2	1000	ptr w/o alloc	1
O2	1000	vec w/o alloc	1
O2	1000	ptr with alloc	1
O2	1000	vec with alloc	1
O2	1000	ptr w/o alloc	1
O2	1000	vec w/o alloc	1
O2	1000	ptr with alloc	0
O2	1000	vec with alloc	1
O2	1000	ptr w/o alloc	0
O2	1000	vec w/o alloc	0
O2	1000	ptr with alloc	0
O2	1000	vec with alloc	2
O2	1000	ptr w/o alloc	0
O2	1000	vec w/o alloc	0
O2	1000	ptr with alloc	0
O2	1000	vec with alloc	1
O2	1000	ptr w/o alloc	0
O2	1000	vec w/o alloc	0
O2	1000	ptr with alloc	0
O2	1000	vec with alloc	1
O2	1000	ptr w/o alloc	0
O2	1000	vec w/o alloc	1
O2	1000	ptr with alloc	0
O2	1000	vec with alloc	1
O2	1000	ptr w/o alloc	1
O2	1000	vec w/o alloc	1
O2	1000	ptr with alloc	1
O2	1000	vec with alloc	1
O2	10000	ptr w/o alloc	30
O2	10000	vec w/o alloc	5
O2	10000	ptr with alloc	6
O2	10000	vec with alloc	11
O2	10000	ptr w/o alloc	5
O2	10000	vec w/o alloc	6
O2	10000	ptr with alloc	5
O2	10000	vec with alloc	11
O2	10000	ptr w/o alloc	6
O2	10000	vec w/o alloc	5
O2	10000	ptr with alloc	6
O2	10000	vec with alloc	10
O2	10000	ptr w/o alloc	5
O2	10000	vec w/o alloc	6
O2	10000	ptr with alloc	6
O2	10000	vec with alloc	10
O2	10000	ptr w/o alloc	6
O2	10000	vec w/o alloc	5
O2	10000	ptr with alloc	5
O2	10000	vec with alloc	11
O2	10000	ptr w/o alloc	5
O2	10000	vec w/o alloc	6
O2	10000	ptr with alloc	6
O2	10000	vec with alloc	11
O2	10000	ptr w/o alloc	5
O2	10000	vec w/o alloc	5
O2	10000	ptr with alloc	5
O2	10000	vec with alloc	9
O2	10000	ptr w/o alloc	5
O2	10000	vec w/o alloc	5
O2	10000	ptr with alloc	5
O2	10000	vec with alloc	10
O2	10000	ptr w/o alloc	6
O2	10000	vec w/o alloc	5
O2	10000	ptr with alloc	5
O2	10000	vec with alloc	10
O2	10000	ptr w/o alloc	5
O2	10000	vec w/o alloc	5
O2	10000	ptr with alloc	5
O2	10000	vec with alloc	10
O2	100000	ptr w/o alloc	359
O2	100000	vec w/o alloc	64
O2	100000	ptr with alloc	63
O2	100000	vec with alloc	103
O2	100000	ptr w/o alloc	64
O2	100000	vec w/o alloc	54
O2	100000	ptr with alloc	63
O2	100000	vec with alloc	101
O2	100000	ptr w/o alloc	60
O2	100000	vec w/o alloc	52
O2	100000	ptr with alloc	55
O2	100000	vec with alloc	106
O2	100000	ptr w/o alloc	59
O2	100000	vec w/o alloc	49
O2	100000	ptr with alloc	55
O2	100000	vec with alloc	102
O2	100000	ptr w/o alloc	62
O2	100000	vec w/o alloc	54
O2	100000	ptr with alloc	57
O2	100000	vec with alloc	102
O2	100000	ptr w/o alloc	56
O2	100000	vec w/o alloc	53
O2	100000	ptr with alloc	55
O2	100000	vec with alloc	105
O2	100000	ptr w/o alloc	106
O2	100000	vec w/o alloc	65
O2	100000	ptr with alloc	62
O2	100000	vec with alloc	124
O2	100000	ptr w/o alloc	82
O2	100000	vec w/o alloc	61
O2	100000	ptr with alloc	101
O2	100000	vec with alloc	112
O2	100000	ptr w/o alloc	64
O2	100000	vec w/o alloc	54
O2	100000	ptr with alloc	58
O2	100000	vec with alloc	143
O2	100000	ptr w/o alloc	67
O2	100000	vec w/o alloc	59
O2	100000	ptr with alloc	63
O2	100000	vec with alloc	106
